x,y
-1.510000000000000231e+00,2.027730693407354154e-04
-1.504714714714714852e+00,2.093667369856027814e-04
-1.499429429429429694e+00,2.161609515792532645e-04
-1.494144144144144315e+00,2.231613356109918918e-04
-1.488858858858859158e+00,2.303736535360923203e-04
-1.483573573573573778e+00,2.378038148708821423e-04
-1.478288288288288621e+00,2.454578773406821779e-04
-1.473003003003003242e+00,2.533420500811059710e-04
-1.467717717717717862e+00,2.614626968931768039e-04
-1.462432432432432705e+00,2.698263395527120937e-04
-1.457147147147147326e+00,2.784396611744515684e-04
-1.451861861861862169e+00,2.873095096313395941e-04
-1.446576576576576789e+00,2.964429010294051723e-04
-1.441291291291291632e+00,3.058470232386615250e-04
-1.436006006006006253e+00,3.155292394804070158e-04
-1.430720720720720873e+00,3.254970919713459079e-04
-1.425435435435435716e+00,3.357583056248891859e-04
-1.420150150150150337e+00,3.463207918099996791e-04
-1.414864864864865179e+00,3.571926521679470788e-04
-1.409579579579579800e+00,3.683821824872774570e-04
-1.404294294294294421e+00,3.798978766373467238e-04
-1.399009009009009263e+00,3.917484305606967732e-04
-1.393723723723723884e+00,4.039427463245649362e-04
-1.388438438438438727e+00,4.164899362317982809e-04
-1.383153153153153347e+00,4.293993269914022303e-04
-1.377867867867867968e+00,4.426804639489742197e-04
-1.372582582582582811e+00,4.563431153772070877e-04
-1.367297297297297431e+00,4.703972768266665729e-04
-1.362012012012012274e+00,4.848531755369918849e-04
-1.356726726726726895e+00,4.997212749086710855e-04
-1.351441441441441738e+00,5.150122790355008903e-04
-1.346156156156156358e+00,5.307371372978484216e-04
-1.340870870870871201e+00,5.469070490167374059e-04
-1.335585585585585822e+00,5.635334681688652881e-04
-1.330300300300300442e+00,5.806281081625162951e-04
-1.325015015015015285e+00,5.982029466743819411e-04
-1.319729729729729906e+00,6.162702305472690266e-04
-1.314444444444444748e+00,6.348424807485733741e-04
-1.309159159159159369e+00,6.539324973895138801e-04
-1.303873873873873990e+00,6.735533648048934539e-04
-1.298588588588588832e+00,6.937184566933116006e-04
-1.293303303303303453e+00,7.144414413176125665e-04
-1.288018018018018296e+00,7.357362867653076443e-04
-1.282732732732732917e+00,7.576172662688014214e-04
-1.277447447447447537e+00,7.800989635850188618e-04
-1.272162162162162380e+00,8.031962784342076009e-04
-1.266876876876877001e+00,8.269244319974796038e-04
-1.261591591591591843e+00,8.512989724727136913e-04
-1.256306306306306464e+00,8.763357806884086720e-04
-1.251021021021021307e+00,9.020510757749287175e-04
-1.245735735735735927e+00,9.284614208927153200e-04
-1.240450450450450770e+00,9.555837290168235545e-04
-1.235165165165165391e+00,9.834352687772311089e-04
-1.229879879879880011e+00,1.012033670354235953e-03
-1.224594594594594854e+00,1.041396931428282581e-03
-1.219309309309309475e+00,1.071543423183455830e-03
-1.214024024024024317e+00,1.102491896363885608e-03
-1.208738738738738938e+00,1.134261487382189851e-03
-1.203453453453453559e+00,1.166871724479129346e-03
-1.198168168168168402e+00,1.200342533933518351e-03
-1.192882882882883022e+00,1.234694246321423917e-03
-1.187597597597597865e+00,1.269947602823640618e-03
-1.182312312312312486e+00,1.306123761580313533e-03
-1.177027027027027106e+00,1.343244304091669762e-03
-1.171741741741741949e+00,1.381331241663577786e-03
-1.166456456456456792e+00,1.420407021896767001e-03
-1.161171171171171412e+00,1.460494535218408120e-03
-1.155885885885886033e+00,1.501617121454635207e-03
-1.150600600600600876e+00,1.543798576442728275e-03
-1.145315315315315496e+00,1.587063158681379987e-03
-1.140030030030030339e+00,1.631435596017572192e-03
-1.134744744744744960e+00,1.676941092368537233e-03
-1.129459459459459580e+00,1.723605334477018797e-03
-1.124174174174174423e+00,1.771454498698283621e-03
-1.118888888888889044e+00,1.820515257817065854e-03
-1.113603603603603887e+00,1.870814787892524601e-03
-1.108318318318318507e+00,1.922380775129526112e-03
-1.103033033033033128e+00,1.975241422774068768e-03
-1.097747747747747971e+00,2.029425458031002948e-03
-1.092462462462462591e+00,2.084962139001917281e-03
-1.087177177177177434e+00,2.141881261640916825e-03
-1.081891891891892055e+00,2.200213166726329266e-03
-1.076606606606606675e+00,2.259988746845755913e-03
-1.071321321321321518e+00,2.321239453392350688e-03
-1.066036036036036361e+00,2.383997303569787909e-03
-1.060750750750750981e+00,2.448294887403397891e-03
-1.055465465465465602e+00,2.514165374755022650e-03
-1.050180180180180445e+00,2.581642522338825282e-03
-1.044894894894895065e+00,2.650760680735425329e-03
-1.039609609609609908e+00,2.721554801401585878e-03
-1.034324324324324529e+00,2.794060443672505539e-03
-1.029039039039039150e+00,2.868313781753897233e-03
-1.023753753753753992e+00,2.944351611700826276e-03
-1.018468468468468613e+00,3.022211358380166597e-03
-1.013183183183183456e+00,3.101931082413649302e-03
-1.007897897897898076e+00,3.183549487098118712e-03
-1.002612612612612697e+00,3.267105925299870327e-03
-9.973273273273275397e-01,3.352640406319595638e-03
-9.920420420420422714e-01,3.440193602724463898e-03
-9.867567567567570030e-01,3.529806857143949917e-03
-9.814714714714716237e-01,3.621522189025595372e-03
-9.761861861861863554e-01,3.715382301347250251e-03
-9.709009009009010871e-01,3.811430587281899960e-03
-9.656156156156158188e-01,3.909711136811285133e-03
-9.603303303303305505e-01,4.010268743284460882e-03
-9.550450450450452822e-01,4.113148909917177694e-03
-9.497597597597599028e-01,4.218397856228210327e-03
-9.444744744744746345e-01,4.326062524408364265e-03
-9.391891891891893662e-01,4.436190585618040617e-03
-9.339039039039040979e-01,4.548830446208981457e-03
-9.286186186186188296e-01,4.664031253865928185e-03
-9.233333333333335613e-01,4.781842903663693911e-03
-9.180480480480481820e-01,4.902316044035283545e-03
-9.127627627627629137e-01,5.025502082646102035e-03
-9.074774774774776454e-01,5.151453192170275634e-03
-9.021921921921923770e-01,5.280222315963557615e-03
-8.969069069069071087e-01,5.411863173628610885e-03
-8.916216216216218404e-01,5.546430266467622903e-03
-8.863363363363365721e-01,5.683978882817151100e-03
-8.810510510510511928e-01,5.824565103260447366e-03
-8.757657657657659245e-01,5.968245805711988941e-03
-8.704804804804806562e-01,6.115078670369211017e-03
-8.651951951951953879e-01,6.265122184526048660e-03
-8.599099099099101196e-01,6.418435647243213998e-03
-8.546246246246248512e-01,6.575079173869680972e-03
-8.493393393393394719e-01,6.735113700410114493e-03
-8.440540540540542036e-01,6.898600987732658209e-03
-8.387687687687689353e-01,7.065603625611625166e-03
-8.334834834834836670e-01,7.236185036599452648e-03
-8.281981981981983987e-01,7.410409479722236507e-03
-8.229129129129131304e-01,7.588342053993303409e-03
-8.176276276276278621e-01,7.770048701738839665e-03
-8.123423423423424827e-01,7.955596211729866821e-03
-8.070570570570572144e-01,8.145052222114743112e-03
-8.017717717717719461e-01,8.338485223146129693e-03
-7.964864864864866778e-01,8.535964559696596413e-03
-7.912012012012014095e-01,8.737560433556819037e-03
-7.859159159159161412e-01,8.943343905510206179e-03
-7.806306306306307619e-01,9.153386897177977211e-03
-7.753453453453454935e-01,9.367762192628551962e-03
-7.700600600600602252e-01,9.586543439744904874e-03
-7.647747747747749569e-01,9.809805151343969909e-03
-7.594894894894896886e-01,1.003762270604153725e-02
-7.542042042042044203e-01,1.027007234885651127e-02
-7.489189189189191520e-01,1.050723119154833851e-02
-7.436336336336337727e-01,1.074917721268100167e-02
-7.383483483483485044e-01,1.099598925740745761e-02
-7.330630630630632361e-01,1.124774703696808202e-02
-7.277777777777779677e-01,1.150453112789662051e-02
-7.224924924924926994e-01,1.176642297092744295e-02
-7.172072072072074311e-01,1.203350486959752462e-02
-7.119219219219220518e-01,1.230585998853682764e-02
-7.066366366366367835e-01,1.258357235144047168e-02
-7.013513513513515152e-01,1.286672683871657903e-02
-6.960660660660662469e-01,1.315540918480305119e-02
-6.907807807807809786e-01,1.344970597514714809e-02
-6.854954954954957103e-01,1.374970464284106138e-02
-6.802102102102103309e-01,1.405549346490754352e-02
-6.749249249249250626e-01,1.436716155822879114e-02
-6.696396396396397943e-01,1.468479887511248139e-02
-6.643543543543545260e-01,1.500849619848858285e-02
-6.590690690690692577e-01,1.533834513673043576e-02
-6.537837837837839894e-01,1.567443811809404730e-02
-6.484984984984987211e-01,1.601686838476909167e-02
-6.432132132132133417e-01,1.636572998653584160e-02
-6.379279279279280734e-01,1.672111777402117763e-02
-6.326426426426428051e-01,1.708312739154833199e-02
-6.273573573573575368e-01,1.745185526957350811e-02
-6.220720720720722685e-01,1.782739861670408835e-02
-6.167867867867870002e-01,1.820985541129189339e-02
-6.115015015015016209e-01,1.859932439259591799e-02
-6.062162162162163526e-01,1.899590505150852010e-02
-6.009309309309310843e-01,1.939969762083956079e-02
-5.956456456456458159e-01,1.981080306515255185e-02
-5.903603603603605476e-01,2.022932307014736059e-02
-5.850750750750752793e-01,2.065536003158387895e-02
-5.797897897897899000e-01,2.108901704374128300e-02
-5.745045045045046317e-01,2.153039788740762628e-02
-5.692192192192193634e-01,2.197960701739435502e-02
-5.639339339339340951e-01,2.243674954957094667e-02
-5.586486486486488268e-01,2.290193124741421449e-02
-5.533633633633635585e-01,2.337525850806775052e-02
-5.480780780780782901e-01,2.385683834790662886e-02
-5.427927927927929108e-01,2.434677838760281737e-02
-5.375075075075076425e-01,2.484518683668635389e-02
-5.322222222222223742e-01,2.535217247759868203e-02
-5.269369369369371059e-01,2.586784464923310226e-02
-5.216516516516518376e-01,2.639231322995861870e-02
-5.163663663663665693e-01,2.692568862012353209e-02
-5.110810810810811899e-01,2.746808172403434126e-02
